"","g1","g2"
"5260","ENSG00000170786.12","ENSG00000181195.10"
"5261","ENSG00000215114.8","ENSG00000167910.3"
"5262","ENSG00000167910.3","ENSG00000137575.11"
"5263","ENSG00000137575.11","ENSG00000035681.7"
"5264","ENSG00000104388.14","ENSG00000171316.11"
"5265","ENSG00000137563.11","ENSG00000137561.4"
"5266","ENSG00000137561.4","ENSG00000185728.16"
"5267","ENSG00000104442.9","ENSG00000066855.15"
"5268","ENSG00000066855.15","ENSG00000205268.10"
"5269","ENSG00000205268.10","ENSG00000147570.9"
"5270","ENSG00000147570.9","ENSG00000147573.16"
"5271","ENSG00000147573.16","ENSG00000147571.4"
"5272","ENSG00000147576.15","ENSG00000169085.11"
"5273","ENSG00000169085.11","ENSG00000185697.16"
"5274","ENSG00000185697.16","ENSG00000175073.7"
"5275","ENSG00000213865.7","ENSG00000104205.12"
"5276","ENSG00000104205.12","ENSG00000178460.17"
"5277","ENSG00000178460.17","ENSG00000261787.1"
"5278","ENSG00000261787.1","ENSG00000178125.14"
"5279","ENSG00000178125.14","ENSG00000121022.13"
"5280","ENSG00000121022.13","ENSG00000104218.14"
"5281","ENSG00000067167.7","ENSG00000147592.8"
"5282","ENSG00000147601.13","ENSG00000164764.10"
"5283","ENSG00000164764.10","ENSG00000274443.4"
"5284","ENSG00000274443.4","ENSG00000147604.13"
"5285","ENSG00000040341.17","ENSG00000104343.19"
"5286","ENSG00000104343.19","ENSG00000154582.16"
"5287","ENSG00000175606.10","ENSG00000154589.6"
"5288","ENSG00000137558.7","ENSG00000121005.8"
"5289","ENSG00000171033.12","ENSG00000104427.11"
"5290","ENSG00000104427.11","ENSG00000104432.13"
"5291","ENSG00000104435.13","ENSG00000164683.16"
"5292","ENSG00000076641.4","ENSG00000164687.10"
"5293","ENSG00000164687.10","ENSG00000147588.6"
"5294","ENSG00000147588.6","ENSG00000205186.2"
"5295","ENSG00000205186.2","ENSG00000170323.8"
"5296","ENSG00000170323.8","ENSG00000197416.4"
"5297","ENSG00000197416.4","ENSG00000133731.9"
"5298","ENSG00000253598.1","ENSG00000104231.10"
"5299","ENSG00000164695.4","ENSG00000104497.13"
"5300","ENSG00000133739.15","ENSG00000133740.10"
"5301","ENSG00000133740.10","ENSG00000176731.11"
"5302","ENSG00000185015.7","ENSG00000133742.13"
"5303","ENSG00000164879.6","ENSG00000104267.9"
"5304","ENSG00000147614.3","ENSG00000147613.7"
"5305","ENSG00000164893.8","ENSG00000123124.13"
"5306","ENSG00000123124.13","ENSG00000176623.11"
"5307","ENSG00000170289.12","ENSG00000176571.11"
"5308","ENSG00000104312.7","ENSG00000164823.9"
"5309","ENSG00000164823.9","ENSG00000104320.13"
"5310","ENSG00000104325.6","ENSG00000104327.7"
"5311","ENSG00000123119.11","ENSG00000253250.2"
"5312","ENSG00000253250.2","ENSG00000155099.7"
"5313","ENSG00000155099.7","ENSG00000155100.10"
"5314","ENSG00000155100.10","ENSG00000214954.8"
"5315","ENSG00000214954.8","ENSG00000147606.8"
"5316","ENSG00000188343.12","ENSG00000183808.11"
"5317","ENSG00000183808.11","ENSG00000164953.15"
"5318","ENSG00000164953.15","ENSG00000164951.15"
"5319","ENSG00000079112.9","ENSG00000164949.7"
"5320","ENSG00000197275.13","ENSG00000265817.2"
"5321","ENSG00000265817.2","ENSG00000164944.11"
"5322","ENSG00000164944.11","ENSG00000104413.15"
"5323","ENSG00000104413.15","ENSG00000156162.16"
"5324","ENSG00000156162.16","ENSG00000164941.13"
"5325","ENSG00000164941.13","ENSG00000175305.17"
"5326","ENSG00000156170.12","ENSG00000164938.13"
"5327","ENSG00000164938.13","ENSG00000175895.3"
"5328","ENSG00000175895.3","ENSG00000156172.5"
"5329","ENSG00000156466.9","ENSG00000156467.9"
"5330","ENSG00000156467.9","ENSG00000156469.8"
"5331","ENSG00000169439.11","ENSG00000104324.15"
"5332","ENSG00000147649.9","ENSG00000104341.16"
"5333","ENSG00000104341.16","ENSG00000132561.13"
"5334","ENSG00000132561.13","ENSG00000156482.10"
"5335","ENSG00000156482.10","ENSG00000177459.10"
"5336","ENSG00000177459.10","ENSG00000132541.10"
"5337","ENSG00000104356.10","ENSG00000104361.9"
"5338","ENSG00000164920.9","ENSG00000132549.18"
"5339","ENSG00000132554.19","ENSG00000156509.13"
"5340","ENSG00000104450.12","ENSG00000034677.12"
"5341","ENSG00000186106.11","ENSG00000174226.8"
"5342","ENSG00000174226.8","ENSG00000070756.15"
"5343","ENSG00000104490.17","ENSG00000048392.11"
"5344","ENSG00000048392.11","ENSG00000104517.12"
"5345","ENSG00000104517.12","ENSG00000155087.3"
"5346","ENSG00000155087.3","ENSG00000155090.14"
"5347","ENSG00000155096.13","ENSG00000155097.11"
"5348","ENSG00000155097.11","ENSG00000164929.16"
"5349","ENSG00000164929.16","ENSG00000164930.11"
"5350","ENSG00000164930.11","ENSG00000164932.12"
"5351","ENSG00000164932.12","ENSG00000164933.11"
"5352","ENSG00000164934.13","ENSG00000176406.22"
"5353","ENSG00000147647.12","ENSG00000164935.6"
"5354","ENSG00000120533.12","ENSG00000205038.11"
"5355","ENSG00000205038.11","ENSG00000147654.14"
"5356","ENSG00000147654.14","ENSG00000147642.16"
"5357","ENSG00000147679.11","ENSG00000164754.14"
"5358","ENSG00000164754.14","ENSG00000205002.3"
"5359","ENSG00000205002.3","ENSG00000164756.12"
"5360","ENSG00000164761.8","ENSG00000184374.2"
"5361","ENSG00000184374.2","ENSG00000147676.13"
"5362","ENSG00000136960.12","ENSG00000064313.11"
"5363","ENSG00000064313.11","ENSG00000136982.5"
"5364","ENSG00000136982.5","ENSG00000155792.9"
"5365","ENSG00000155792.9","ENSG00000187955.11"
"5366","ENSG00000156787.16","ENSG00000147689.16"
"5367","ENSG00000147689.16","ENSG00000189376.11"
"5368","ENSG00000189376.11","ENSG00000165156.14"
"5369","ENSG00000165156.14","ENSG00000156802.12"
"5370","ENSG00000156795.6","ENSG00000156804.7"
"5371","ENSG00000156804.7","ENSG00000175946.8"
"5372","ENSG00000175946.8","ENSG00000104537.16"
"5373","ENSG00000104537.16","ENSG00000176853.15"
"5374","ENSG00000176853.15","ENSG00000214814.7"
"5375","ENSG00000164983.7","ENSG00000183665.5"
"5376","ENSG00000183665.5","ENSG00000170881.4"
"5377","ENSG00000170881.4","ENSG00000147687.18"
"5378","ENSG00000147684.7","ENSG00000170873.18"
"5379","ENSG00000180938.5","ENSG00000104549.11"
"5380","ENSG00000104549.11","ENSG00000164961.15"
"5381","ENSG00000132294.14","ENSG00000253117.4"
"5382","ENSG00000253117.4","ENSG00000132297.11"
"5383","ENSG00000184156.16","ENSG00000129295.8"
"5384","ENSG00000129295.8","ENSG00000165071.14"
"5385","ENSG00000165071.14","ENSG00000129292.20"
"5386","ENSG00000129292.20","ENSG00000042832.11"
"5387","ENSG00000155926.13","ENSG00000104415.13"
"5388","ENSG00000104415.13","ENSG00000104419.14"
"5389","ENSG00000167632.14","ENSG00000104472.9"
"5390","ENSG00000104472.9","ENSG00000123908.11"
"5391","ENSG00000169398.19","ENSG00000105339.10"
"5392","ENSG00000105339.10","ENSG00000022567.9"
"5393","ENSG00000022567.9","ENSG00000204882.3"
"5394","ENSG00000204882.3","ENSG00000184489.11"
"5395","ENSG00000184489.11","ENSG00000226490.1"
"5396","ENSG00000171045.14","ENSG00000181790.10"
"5397","ENSG00000181790.10","ENSG00000198576.3"
"5398","ENSG00000198576.3","ENSG00000234616.8"
"5399","ENSG00000234616.8","ENSG00000167653.4"
"5400","ENSG00000167653.4","ENSG00000160886.13"
"5401","ENSG00000160886.13","ENSG00000130193.7"
"5402","ENSG00000130193.7","ENSG00000126233.1"
"5403","ENSG00000126233.1","ENSG00000197353.3"
"5404","ENSG00000197353.3","ENSG00000283992.1"
"5405","ENSG00000167656.4","ENSG00000104499.6"
"5406","ENSG00000104499.6","ENSG00000160882.11"
"5407","ENSG00000160882.11","ENSG00000179142.2"
"5408","ENSG00000179142.2","ENSG00000160932.10"
"5409","ENSG00000160932.10","ENSG00000261667.1"
"5410","ENSG00000261667.1","ENSG00000176956.12"
"5411","ENSG00000176956.12","ENSG00000277494.1"
"5412","ENSG00000277494.1","ENSG00000181638.17"
"5413","ENSG00000181638.17","ENSG00000250571.6"
"5414","ENSG00000250571.6","ENSG00000185730.7"
"5415","ENSG00000185730.7","ENSG00000184428.12"
"5416","ENSG00000158106.13","ENSG00000182759.3"
"5417","ENSG00000182759.3","ENSG00000014164.6"
"5418","ENSG00000014164.6","ENSG00000104518.10"
"5419","ENSG00000104518.10","ENSG00000204839.8"
"5420","ENSG00000147813.15","ENSG00000104529.17"
"5421","ENSG00000179886.5","ENSG00000104524.13"
"5422","ENSG00000104522.15","ENSG00000183309.11"
"5423","ENSG00000183309.11","ENSG00000181135.15"
"5424","ENSG00000181135.15","ENSG00000255181.3"
"5425","ENSG00000181085.14","ENSG00000180921.6"
"5426","ENSG00000203499.11","ENSG00000180900.18"
"5427","ENSG00000180900.18","ENSG00000179950.13"
"5428","ENSG00000179950.13","ENSG00000185189.17"
"5429","ENSG00000185189.17","ENSG00000261150.2"
"5430","ENSG00000261150.2","ENSG00000178209.14"
"5431","ENSG00000178209.14","ENSG00000178685.13"
"5432","ENSG00000178685.13","ENSG00000178719.16"
"5433","ENSG00000178719.16","ENSG00000186583.11"
"5434","ENSG00000186583.11","ENSG00000178814.16"
"5435","ENSG00000178814.16","ENSG00000178896.8"
"5436","ENSG00000197858.10","ENSG00000179091.4"
"5437","ENSG00000179091.4","ENSG00000179526.16"
"5438","ENSG00000179698.13","ENSG00000235173.6"
"5439","ENSG00000235173.6","ENSG00000179832.17"
"5440","ENSG00000179832.17","ENSG00000261236.7"
"5441","ENSG00000261236.7","ENSG00000260428.2"
"5442","ENSG00000260428.2","ENSG00000185122.10"
"5443","ENSG00000185122.10","ENSG00000185000.11"
"5444","ENSG00000261678.2","ENSG00000261587.2"
"5445","ENSG00000182325.10","ENSG00000173137.11"
"5446","ENSG00000173137.11","ENSG00000071894.16"
"5447","ENSG00000147804.9","ENSG00000160948.13"
"5448","ENSG00000160948.13","ENSG00000160949.16"
"5449","ENSG00000160949.16","ENSG00000187954.12"
"5450","ENSG00000167702.11","ENSG00000160973.7"
"5451","ENSG00000160972.9","ENSG00000167701.13"
"5452","ENSG00000160959.7","ENSG00000213563.6"
"5453","ENSG00000213563.6","ENSG00000147799.11"
"5454","ENSG00000147799.11","ENSG00000198169.8"
"5455","ENSG00000198169.8","ENSG00000196378.11"
"5456","ENSG00000197363.9","ENSG00000147789.15"
"5457","ENSG00000147789.15","ENSG00000170619.9"
"5458","ENSG00000170619.9","ENSG00000196150.13"
"5459","ENSG00000196150.13","ENSG00000170631.14"
"5460","ENSG00000170631.14","ENSG00000182307.12"
"5461","ENSG00000181404.15","ENSG00000170122.5"
"5462","ENSG00000170122.5","ENSG00000172785.18"
"5463","ENSG00000172785.18","ENSG00000183784.6"
"5464","ENSG00000137090.11","ENSG00000064218.4"
"5465","ENSG00000064218.4","ENSG00000173253.15"
"5466","ENSG00000147852.15","ENSG00000168263.8"
"5467","ENSG00000168263.8","ENSG00000080608.9"
"5468","ENSG00000107249.21","ENSG00000106688.11"
"5469","ENSG00000106688.11","ENSG00000106686.16"
"5470","ENSG00000205808.5","ENSG00000106993.11"
"5471","ENSG00000106993.11","ENSG00000147853.16"
"5472","ENSG00000147853.16","ENSG00000120158.11"
"5473","ENSG00000120158.11","ENSG00000096968.13"
"5474","ENSG00000120210.6","ENSG00000120211.4"
"5475","ENSG00000120211.4","ENSG00000107014.8"
"5476","ENSG00000107014.8","ENSG00000107018.7"
"5477","ENSG00000107018.7","ENSG00000107020.9"
"5478","ENSG00000107020.9","ENSG00000120217.13"
"5479","ENSG00000120217.13","ENSG00000197646.7"
"5480","ENSG00000197646.7","ENSG00000107036.11"
"5481","ENSG00000099219.13","ENSG00000183354.11"
"5482","ENSG00000183354.11","ENSG00000120215.9"
"5483","ENSG00000120215.9","ENSG00000137040.9"
"5484","ENSG00000137033.11","ENSG00000170777.10"
"5485","ENSG00000170777.10","ENSG00000147854.16"
"5486","ENSG00000178445.9","ENSG00000107077.18"
"5487","ENSG00000107165.12","ENSG00000153714.5"
"5488","ENSG00000175893.11","ENSG00000147869.4"
"5489","ENSG00000147869.4","ENSG00000164946.19"
"5490","ENSG00000155158.20","ENSG00000164975.15"
"5491","ENSG00000164975.15","ENSG00000164985.14"
"5492","ENSG00000164985.14","ENSG00000164989.16"
"5493","ENSG00000155876.5","ENSG00000147874.10"
"5494","ENSG00000147874.10","ENSG00000147872.9"
"5495","ENSG00000147872.9","ENSG00000137145.20"
"5496","ENSG00000137145.20","ENSG00000137154.12"
"5497","ENSG00000137154.12","ENSG00000177076.5"
"5498","ENSG00000171843.15","ENSG00000188352.12"
"5499","ENSG00000188921.13","ENSG00000171855.6"
"5500","ENSG00000171855.6","ENSG00000177047.6"
"5501","ENSG00000177047.6","ENSG00000137080.4"
"5502","ENSG00000137080.4","ENSG00000236637.4"
"5503","ENSG00000236637.4","ENSG00000214042.1"
"5504","ENSG00000186803.3","ENSG00000147885.4"
"5505","ENSG00000147885.4","ENSG00000234829.4"
"5506","ENSG00000234829.4","ENSG00000228083.2"
"5507","ENSG00000228083.2","ENSG00000147873.5"
"5508","ENSG00000147873.5","ENSG00000198642.6"
"5509","ENSG00000198642.6","ENSG00000120235.4"
"5510","ENSG00000120235.4","ENSG00000233816.3"
"5511","ENSG00000233816.3","ENSG00000188379.6"
"5512","ENSG00000188379.6","ENSG00000120242.3"
"5513","ENSG00000120242.3","ENSG00000197919.5"
"5514","ENSG00000197919.5","ENSG00000184995.7"
"5515","ENSG00000099810.18","ENSG00000147889.17"
"5516","ENSG00000147889.17","ENSG00000147883.10"
"5517","ENSG00000120159.11","ENSG00000137055.14"
"5518","ENSG00000096872.15","ENSG00000184434.7"
"5519","ENSG00000184434.7","ENSG00000120156.20"
"5520","ENSG00000120156.20","ENSG00000120160.10"
"5521","ENSG00000147896.3","ENSG00000147894.14"
"5522","ENSG00000122729.18","ENSG00000107201.9"
"5523","ENSG00000107201.9","ENSG00000197579.7"
"5524","ENSG00000235453.8","ENSG00000165264.10"
"5525","ENSG00000241043.1","ENSG00000122728.6"
"5526","ENSG00000122728.6","ENSG00000188133.5"
"5527","ENSG00000086061.15","ENSG00000122692.8"
"5528","ENSG00000122692.8","ENSG00000086062.12"
"5529","ENSG00000086062.12","ENSG00000122711.8"
"5530","ENSG00000122711.8","ENSG00000107262.18"
"5531","ENSG00000086065.13","ENSG00000086102.18"
"5532","ENSG00000086102.18","ENSG00000165269.12"
"5533","ENSG00000165269.12","ENSG00000165272.14"
"5534","ENSG00000165272.14","ENSG00000165271.16"
"5535","ENSG00000165271.16","ENSG00000230453.9"
"5536","ENSG00000010438.16","ENSG00000107341.4"
"5537","ENSG00000137073.21","ENSG00000198876.12"
"5538","ENSG00000198876.12","ENSG00000165006.13"
"5539","ENSG00000165006.13","ENSG00000186638.16"
"5540","ENSG00000186638.16","ENSG00000164978.17"
"5541","ENSG00000164978.17","ENSG00000164976.8"
"5542","ENSG00000164976.8","ENSG00000164972.12"
"5543","ENSG00000164972.12","ENSG00000164970.14"
"5544","ENSG00000122735.15","ENSG00000168913.6"
"5545","ENSG00000168913.6","ENSG00000122756.14"
"5546","ENSG00000122756.14","ENSG00000164967.9"
"5547","ENSG00000137070.17","ENSG00000213927.3"
"5548","ENSG00000187186.14","ENSG00000172724.11"
"5549","ENSG00000172724.11","ENSG00000137077.7"
"5550","ENSG00000137077.7","ENSG00000205108.5"
"5551","ENSG00000205108.5","ENSG00000187791.12"
"5552","ENSG00000187791.12","ENSG00000122733.12"
"5553","ENSG00000122733.12","ENSG00000137094.14"
"5554","ENSG00000137094.14","ENSG00000174038.12"
"5555","ENSG00000174038.12","ENSG00000165280.15"
"5556","ENSG00000221829.9","ENSG00000165282.13"
"5557","ENSG00000165283.15","ENSG00000005238.19"
"5558","ENSG00000005238.19","ENSG00000198722.14"
"5559","ENSG00000198853.11","ENSG00000215187.10"
"5560","ENSG00000215187.10","ENSG00000107140.15"
"5561","ENSG00000107140.15","ENSG00000137101.12"
"5562","ENSG00000159884.11","ENSG00000137135.17"
"5563","ENSG00000107159.12","ENSG00000198467.13"
"5564","ENSG00000198467.13","ENSG00000137076.20"
"5565","ENSG00000107175.11","ENSG00000070610.14"
"5566","ENSG00000107185.9","ENSG00000159899.14"
"5567","ENSG00000159899.14","ENSG00000137098.13"
"5568","ENSG00000137103.16","ENSG00000204930.9"
"5569","ENSG00000204930.9","ENSG00000168828.5"
"5570","ENSG00000168828.5","ENSG00000196196.2"
"5571","ENSG00000235387.2","ENSG00000278889.4"
"5572","ENSG00000278889.4","ENSG00000122707.11"
"5573","ENSG00000122707.11","ENSG00000122694.15"
"5574","ENSG00000122694.15","ENSG00000185972.5"
"5575","ENSG00000185972.5","ENSG00000122705.16"
"5576","ENSG00000122705.16","ENSG00000159921.14"
"5577","ENSG00000137075.17","ENSG00000165304.7"
"5578","ENSG00000196092.12","ENSG00000147905.17"
"5579","ENSG00000137106.17","ENSG00000168795.4"
"5580","ENSG00000168795.4","ENSG00000137054.15"
"5581","ENSG00000137054.15","ENSG00000147912.12"
"5582","ENSG00000147912.12","ENSG00000175768.12"
"5583","ENSG00000175768.12","ENSG00000070601.9"
"5584","ENSG00000070601.9","ENSG00000165275.9"
"5585","ENSG00000165275.9","ENSG00000107371.12"
"5586","ENSG00000122741.15","ENSG00000122696.13"
"5587","ENSG00000122696.13","ENSG00000107338.9"
"5588","ENSG00000137124.7","ENSG00000137142.4"
"5589","ENSG00000137142.4","ENSG00000180071.19"
"5590","ENSG00000180071.19","ENSG00000283329.1"
"5591","ENSG00000106714.17","ENSG00000204849.7"
"5592","ENSG00000273514.1","ENSG00000215126.10"
"5593","ENSG00000154529.14","ENSG00000185775.9"
"5594","ENSG00000276040.4","ENSG00000283378.1"
"5595","ENSG00000147996.16","ENSG00000184659.5"
"5596","ENSG00000274349.4","ENSG00000275969.2"
"5597","ENSG00000196873.15","ENSG00000187559.5"
"5598","ENSG00000187559.5","ENSG00000154330.12"
"5599","ENSG00000181778.4","ENSG00000107242.17"
"5600","ENSG00000107242.17","ENSG00000187866.8"
"5601","ENSG00000165059.7","ENSG00000165060.11"
"5602","ENSG00000165060.11","ENSG00000119139.17"
"5603","ENSG00000107282.7","ENSG00000188647.12"
"5604","ENSG00000188647.12","ENSG00000204711.8"
"5605","ENSG00000198887.8","ENSG00000119138.4"
"5606","ENSG00000135048.13","ENSG00000107362.13"
"5607","ENSG00000155621.14","ENSG00000204669.9"
"5608","ENSG00000204669.9","ENSG00000119125.16"
"5609","ENSG00000107372.12","ENSG00000165091.15"
"5610","ENSG00000165092.12","ENSG00000135046.13"
"5611","ENSG00000119121.21","ENSG00000135045.6"
"5612","ENSG00000135045.6","ENSG00000156017.12"
"5613","ENSG00000156017.12","ENSG00000106733.20"
"5614","ENSG00000135002.11","ENSG00000187210.12"
"5615","ENSG00000106772.17","ENSG00000204612.1"
"5616","ENSG00000204612.1","ENSG00000197969.11"
"5617","ENSG00000148019.12","ENSG00000135069.13"
"5618","ENSG00000189357.8","ENSG00000186788.13"
"5619","ENSG00000186788.13","ENSG00000214929.3"
"5620","ENSG00000172159.15","ENSG00000148057.15"
"5621","ENSG00000148057.15","ENSG00000135018.13"
"5622","ENSG00000135018.13","ENSG00000165113.12"
"5623","ENSG00000165113.12","ENSG00000165115.14"
"5624","ENSG00000165115.14","ENSG00000165118.14"
"5625","ENSG00000165118.14","ENSG00000165119.20"
"5626","ENSG00000135049.15","ENSG00000135040.15"
"5627","ENSG00000135040.15","ENSG00000135052.16"
"5628","ENSG00000135052.16","ENSG00000187753.12"
"5629","ENSG00000187753.12","ENSG00000135070.14"
"5630","ENSG00000135070.14","ENSG00000083223.17"
"5631","ENSG00000135047.14","ENSG00000177992.9"
"5632","ENSG00000177992.9","ENSG00000283205.1"
"5633","ENSG00000283205.1","ENSG00000156345.17"
"5634","ENSG00000106723.16","ENSG00000130045.15"
"5635","ENSG00000213694.3","ENSG00000148082.9"
"5636","ENSG00000148082.9","ENSG00000123975.4"
"5637","ENSG00000187742.14","ENSG00000187764.11"
"5638","ENSG00000187764.11","ENSG00000130222.10"
"5639","ENSG00000165023.6","ENSG00000165025.14"
"5640","ENSG00000148090.11","ENSG00000165030.3"
"5641","ENSG00000169071.14","ENSG00000090054.13"
"5642","ENSG00000090054.13","ENSG00000196305.17"
"5643","ENSG00000196305.17","ENSG00000198000.11"
"5644","ENSG00000188312.13","ENSG00000106809.10"
"5645","ENSG00000106809.10","ENSG00000127083.7"
"5646","ENSG00000127083.7","ENSG00000106819.11"
"5647","ENSG00000106819.11","ENSG00000106823.12"
"5648","ENSG00000106823.12","ENSG00000127080.9"
"5649","ENSG00000127080.9","ENSG00000185963.13"
"5650","ENSG00000185963.13","ENSG00000127081.13"
"5651","ENSG00000127081.13","ENSG00000127084.17"
"5652","ENSG00000127084.17","ENSG00000157303.10"
"5653","ENSG00000157303.10","ENSG00000165233.17"
"5654","ENSG00000165233.17","ENSG00000131669.9"
"5655","ENSG00000131669.9","ENSG00000165238.16"
"5656","ENSG00000165238.16","ENSG00000204352.2"
"5657","ENSG00000204352.2","ENSG00000188938.15"
"5658","ENSG00000048828.16","ENSG00000197724.10"
"5659","ENSG00000131668.13","ENSG00000158079.14"
"5660","ENSG00000175787.16","ENSG00000130950.13"
"5661","ENSG00000130950.13","ENSG00000148110.15"
"5662","ENSG00000130957.4","ENSG00000165140.9"
"5663","ENSG00000165140.9","ENSG00000148120.16"
"5664","ENSG00000158169.12","ENSG00000185920.15"
"5665","ENSG00000130948.9","ENSG00000130958.11"
"5666","ENSG00000130958.11","ENSG00000165244.6"
"5667","ENSG00000165244.6","ENSG00000130956.13"
"5668","ENSG00000130956.13","ENSG00000081377.16"
"5669","ENSG00000081377.16","ENSG00000158122.11"
"5670","ENSG00000158122.11","ENSG00000081386.12"
"5671","ENSG00000081386.12","ENSG00000196597.11"
"5672","ENSG00000196597.11","ENSG00000196312.12"
"5673","ENSG00000196312.12","ENSG00000188152.12"
"5674","ENSG00000188152.12","ENSG00000136943.10"
"5675","ENSG00000197816.13","ENSG00000196116.7"
"5676","ENSG00000196116.7","ENSG00000136842.13"
"5677","ENSG00000136842.13","ENSG00000136925.14"
"5678","ENSG00000136937.12","ENSG00000136936.10"
"5679","ENSG00000136936.10","ENSG00000178919.8"
"5680","ENSG00000178919.8","ENSG00000136932.13"
"5681","ENSG00000136932.13","ENSG00000136929.12"
"5682","ENSG00000136929.12","ENSG00000136938.8"
"5683","ENSG00000136938.8","ENSG00000095380.10"
"5684","ENSG00000095380.10","ENSG00000106785.14"
"5685","ENSG00000106785.14","ENSG00000106789.12"
"5686","ENSG00000106789.12","ENSG00000095383.19"
"5687","ENSG00000136928.6","ENSG00000165138.17"
"5688","ENSG00000165138.17","ENSG00000119514.6"
"5689","ENSG00000119514.6","ENSG00000204291.10"
"5690","ENSG00000204291.10","ENSG00000106799.12"
"5691","ENSG00000106799.12","ENSG00000119523.9"
"5692","ENSG00000119508.17","ENSG00000136874.10"
"5693","ENSG00000136874.10","ENSG00000023318.7"
"5694","ENSG00000136891.13","ENSG00000066697.14"
"5695","ENSG00000066697.14","ENSG00000241697.4"
"5696","ENSG00000241697.4","ENSG00000170681.6"
"5697","ENSG00000136881.11","ENSG00000136897.7"
"5698","ENSG00000136870.10","ENSG00000136872.17"
"5699","ENSG00000136872.17","ENSG00000165152.8"
"5700","ENSG00000198785.4","ENSG00000188386.6"
"5701","ENSG00000186881.3","ENSG00000148136.5"
"5702","ENSG00000204246.2","ENSG00000186943.1"
"5703","ENSG00000186943.1","ENSG00000277556.1"
"5704","ENSG00000276119.1","ENSG00000136839.1"
"5705","ENSG00000136839.1","ENSG00000179055.6"
"5706","ENSG00000179055.6","ENSG00000136783.9"
"5707","ENSG00000136783.9","ENSG00000165028.11"
"5708","ENSG00000165028.11","ENSG00000165029.15"
"5709","ENSG00000106701.11","ENSG00000106692.13"
"5710","ENSG00000106692.13","ENSG00000186051.6"
"5711","ENSG00000186051.6","ENSG00000095209.11"
"5712","ENSG00000187003.6","ENSG00000070061.14"
"5713","ENSG00000119328.11","ENSG00000119326.14"
"5714","ENSG00000119326.14","ENSG00000106771.12"
"5715","ENSG00000106771.12","ENSG00000260230.2"
"5716","ENSG00000260230.2","ENSG00000095203.14"
"5717","ENSG00000095203.14","ENSG00000070159.13"
"5718","ENSG00000070159.13","ENSG00000243444.7"
"5719","ENSG00000241978.9","ENSG00000188959.9"
"5720","ENSG00000188959.9","ENSG00000136810.12"
"5721","ENSG00000136810.12","ENSG00000204193.10"
"5722","ENSG00000165124.17","ENSG00000030304.13"
"5723","ENSG00000171133.2","ENSG00000136813.14"
"5724","ENSG00000136813.14","ENSG00000173258.12"
"5725","ENSG00000173258.12","ENSG00000106853.18"
"5726","ENSG00000106853.18","ENSG00000059769.19"
"5727","ENSG00000059769.19","ENSG00000242616.3"
"5728","ENSG00000242616.3","ENSG00000165181.16"
"5729","ENSG00000165181.16","ENSG00000148154.9"
"5730","ENSG00000106868.16","ENSG00000119314.15"
"5731","ENSG00000119314.15","ENSG00000119471.14"
"5732","ENSG00000119471.14","ENSG00000165185.14"
"5733","ENSG00000148153.13","ENSG00000148158.16"
"5734","ENSG00000148158.16","ENSG00000119457.7"
"5735","ENSG00000119457.7","ENSG00000228623.5"
"5736","ENSG00000136866.13","ENSG00000136867.10"
"5737","ENSG00000136867.10","ENSG00000119321.8"
"5738","ENSG00000136868.10","ENSG00000176386.8"
"5739","ENSG00000136875.12","ENSG00000165188.13"
"5740","ENSG00000165188.13","ENSG00000148225.15"
"5741","ENSG00000119411.10","ENSG00000119431.9"
"5742","ENSG00000119431.9","ENSG00000148218.15"
"5743","ENSG00000157653.11","ENSG00000138835.22"
"5744","ENSG00000106927.11","ENSG00000136883.13"
"5745","ENSG00000136883.13","ENSG00000196739.14"
"5746","ENSG00000196739.14","ENSG00000229314.5"
"5747","ENSG00000228278.3","ENSG00000106948.16"
"5748","ENSG00000106948.16","ENSG00000095397.13"
"5749","ENSG00000095397.13","ENSG00000136888.6"
"5750","ENSG00000136888.6","ENSG00000157693.14"
"5751","ENSG00000157693.14","ENSG00000230054.2"
"5752","ENSG00000230054.2","ENSG00000230601.6"
"5753","ENSG00000230601.6","ENSG00000181634.7"
"5754","ENSG00000181634.7","ENSG00000106952.7"
"5755","ENSG00000106952.7","ENSG00000041982.15"
"5756","ENSG00000041982.15","ENSG00000173077.14"
"5757","ENSG00000136861.17","ENSG00000106780.8"
"5758","ENSG00000106780.8","ENSG00000119402.16"
"5759","ENSG00000214654.7","ENSG00000095261.13"
"5760","ENSG00000095261.13","ENSG00000119403.13"
"5761","ENSG00000119403.13","ENSG00000056558.10"
"5762","ENSG00000056558.10","ENSG00000106804.7"
"5763","ENSG00000106804.7","ENSG00000119397.16"
"5764","ENSG00000119397.16","ENSG00000119396.10"
"5765","ENSG00000119396.10","ENSG00000148180.19"
"5766","ENSG00000148180.19","ENSG00000148175.12"
"5767","ENSG00000148175.12","ENSG00000136848.16"
"5768","ENSG00000175764.14","ENSG00000119421.6"
"5769","ENSG00000185681.12","ENSG00000106852.15"
"5770","ENSG00000106852.15","ENSG00000119446.13"
"5771","ENSG00000148187.17","ENSG00000095303.14"
"5772","ENSG00000095303.14","ENSG00000136834.3"
"5773","ENSG00000136834.3","ENSG00000197233.7"
"5774","ENSG00000171505.5","ENSG00000171501.8"
"5775","ENSG00000171501.8","ENSG00000171496.3"
"5776","ENSG00000171496.3","ENSG00000165202.3"
"5777","ENSG00000165202.3","ENSG00000173679.2"
