File accession	File format	File type	File format type	Output type	File assembly	Experiment accession	Assay	Donor(s)	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Biosample genetic modifications methods	Biosample genetic modifications categories	Biosample genetic modifications targets	Biosample genetic modifications gene targets	Biosample genetic modifications site coordinates	Biosample genetic modifications zygosity	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate(s)	Read length	Mapped read length	Run type	Paired end	Paired with	Index of	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Genome annotation	Platform	Controlled by	File Status	s3_uri	File analysis title	File analysis status	Audit WARNING	Audit NOT_COMPLIANT	Audit ERROR
ENCFF477FHL	bam	bam		alignments	GRCh38	ENCSR426JCD	CRISPR RNA-seq	/human-donors/ENCDO000AAC/	EFO:0001187	HepG2	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/2932/'], '@type': ['Target', 'Item'], 'name': 'GSK3B-human', 'label': 'GSK3B', '@id': '/targets/GSK3B-human/', 'title': 'GSK3B (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '4d4a2d92-b47e-49bf-a517-a50003701175', 'status': 'released'}				GSK3B-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF598IDH/, /files/ENCFF854NQW/, /files/ENCFF254IXC/	4870702309	ENCODE Processing Pipeline	886ca4fa41c553223815d57a50829989		https://www.encodeproject.org/files/ENCFF477FHL/@@download/ENCFF477FHL.bam	V29			released	s3://encode-public/2020/10/24/f3a9205b-4248-44eb-9df1-1e5525729852/ENCFF477FHL.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF143SUK	bam	bam		alignments	GRCh38	ENCSR715XCS	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-2047'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23405/'], '@type': ['Target', 'Item'], 'name': 'DICER1-human', 'label': 'DICER1', '@id': '/targets/DICER1-human/', 'title': 'DICER1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '2c2a3ea5-5c67-4a8b-98ef-5538d2d39e70', 'status': 'released'}				DICER1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF463PLC/, /files/ENCFF843ZZY/, /files/ENCFF598IDH/	7954385757	ENCODE Processing Pipeline	f14b7b527c710af8a9f7be774896f05e		https://www.encodeproject.org/files/ENCFF143SUK/@@download/ENCFF143SUK.bam	V29			released	s3://encode-public/2020/10/24/3dfaa9d7-cd14-48a8-a7d5-9237c753862b/ENCFF143SUK.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF565EDQ	bam	bam		transcriptome alignments	GRCh38	ENCSR715XCS	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-2047'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23405/'], '@type': ['Target', 'Item'], 'name': 'DICER1-human', 'label': 'DICER1', '@id': '/targets/DICER1-human/', 'title': 'DICER1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '2c2a3ea5-5c67-4a8b-98ef-5538d2d39e70', 'status': 'released'}				DICER1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF463PLC/, /files/ENCFF843ZZY/, /files/ENCFF598IDH/	13906459565	ENCODE Processing Pipeline	da5ac818e05b9c2fe79c3fbcf793440a		https://www.encodeproject.org/files/ENCFF565EDQ/@@download/ENCFF565EDQ.bam	V29			released	s3://encode-public/2020/10/24/5a285a6c-3d15-4497-8f5c-7817ae0e23b5/ENCFF565EDQ.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF182XTG	bam	bam		alignments	GRCh38	ENCSR715XCS	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-2047'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23405/'], '@type': ['Target', 'Item'], 'name': 'DICER1-human', 'label': 'DICER1', '@id': '/targets/DICER1-human/', 'title': 'DICER1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '2c2a3ea5-5c67-4a8b-98ef-5538d2d39e70', 'status': 'released'}				DICER1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF974PKZ/, /files/ENCFF598IDH/, /files/ENCFF960GUL/	7759909745	ENCODE Processing Pipeline	a5c9e050917fba5f99cf787679fdb046		https://www.encodeproject.org/files/ENCFF182XTG/@@download/ENCFF182XTG.bam	V29			released	s3://encode-public/2020/10/24/a0b4e4c6-32ff-476d-9bda-0c5a080a842c/ENCFF182XTG.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF563BPN	bam	bam		transcriptome alignments	GRCh38	ENCSR715XCS	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': ['michael-snyder:TS-2047'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/23405/'], '@type': ['Target', 'Item'], 'name': 'DICER1-human', 'label': 'DICER1', '@id': '/targets/DICER1-human/', 'title': 'DICER1 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '2c2a3ea5-5c67-4a8b-98ef-5538d2d39e70', 'status': 'released'}				DICER1-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2020-11-30	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF974PKZ/, /files/ENCFF598IDH/, /files/ENCFF960GUL/	12064856327	ENCODE Processing Pipeline	d1535d7bb997028b733b14664a0f44a0		https://www.encodeproject.org/files/ENCFF563BPN/@@download/ENCFF563BPN.bam	V29			released	s3://encode-public/2020/10/24/95f4d4cb-dab5-4768-bda8-e14dd56f609d/ENCFF563BPN.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization		
ENCFF736HFH	bam	bam		transcriptome alignments	GRCh38	ENCSR381TNV	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:NFATC1'], 'aliases': ['michael-snyder:TS-123'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4772/'], '@type': ['Target', 'Item'], 'label': 'NFATC1', 'title': 'NFATC1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6e784fd9-e13a-40c3-ad35-377bd0946519', 'schema_version': '14', 'name': 'NFATC1-human', '@id': '/targets/NFATC1-human/', 'status': 'released'}				NFATC1-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF998FFZ/, /files/ENCFF746HFZ/, /files/ENCFF598IDH/	4704696327	ENCODE Processing Pipeline	6f2b6b7f4c21e22e585ffaab9c3b76c3		https://www.encodeproject.org/files/ENCFF736HFH/@@download/ENCFF736HFH.bam	V29			released	s3://encode-public/2021/03/08/1be513b0-f5a8-4bc8-a6b5-9efbd22d4cf4/ENCFF736HFH.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF592LDE	bam	bam		transcriptome alignments	GRCh38	ENCSR381TNV	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:NFATC1'], 'aliases': ['michael-snyder:TS-123'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4772/'], '@type': ['Target', 'Item'], 'label': 'NFATC1', 'title': 'NFATC1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6e784fd9-e13a-40c3-ad35-377bd0946519', 'schema_version': '14', 'name': 'NFATC1-human', '@id': '/targets/NFATC1-human/', 'status': 'released'}				NFATC1-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF837SYM/, /files/ENCFF598IDH/, /files/ENCFF716TIO/	3428421653	ENCODE Processing Pipeline	951b61fa8837377157f53a9f4d96a51d		https://www.encodeproject.org/files/ENCFF592LDE/@@download/ENCFF592LDE.bam	V29			released	s3://encode-public/2021/03/08/2bdbb86f-43e5-41a4-bed3-4b5aed63133a/ENCFF592LDE.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF805UIT	bam	bam		alignments	GRCh38	ENCSR381TNV	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:NFATC1'], 'aliases': ['michael-snyder:TS-123'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4772/'], '@type': ['Target', 'Item'], 'label': 'NFATC1', 'title': 'NFATC1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6e784fd9-e13a-40c3-ad35-377bd0946519', 'schema_version': '14', 'name': 'NFATC1-human', '@id': '/targets/NFATC1-human/', 'status': 'released'}				NFATC1-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF998FFZ/, /files/ENCFF746HFZ/, /files/ENCFF598IDH/	4167915062	ENCODE Processing Pipeline	627650154b77ea7acff441b77e05ee28		https://www.encodeproject.org/files/ENCFF805UIT/@@download/ENCFF805UIT.bam	V29			released	s3://encode-public/2021/03/08/d732ae73-06e9-408b-9d6e-17d58ff1f855/ENCFF805UIT.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF381WUN	bam	bam		alignments	GRCh38	ENCSR381TNV	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:NFATC1'], 'aliases': ['michael-snyder:TS-123'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/4772/'], '@type': ['Target', 'Item'], 'label': 'NFATC1', 'title': 'NFATC1 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6e784fd9-e13a-40c3-ad35-377bd0946519', 'schema_version': '14', 'name': 'NFATC1-human', '@id': '/targets/NFATC1-human/', 'status': 'released'}				NFATC1-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF837SYM/, /files/ENCFF598IDH/, /files/ENCFF716TIO/	2928644800	ENCODE Processing Pipeline	7127a6ee639038b63423699aedf45750		https://www.encodeproject.org/files/ENCFF381WUN/@@download/ENCFF381WUN.bam	V29			released	s3://encode-public/2021/03/08/bc0c48fd-a756-409b-b6e2-5dc40fc4be0b/ENCFF381WUN.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF032LJO	bam	bam		transcriptome alignments	GRCh38	ENCSR469EFL	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:STAT2'], 'aliases': ['michael-snyder:TS-136'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6773/'], '@type': ['Target', 'Item'], 'label': 'STAT2', 'title': 'STAT2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6f03628d-98f9-4f56-a25b-2943797ef622', 'schema_version': '14', 'name': 'STAT2-human', '@id': '/targets/STAT2-human/', 'status': 'released'}				STAT2-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF598IDH/, /files/ENCFF486STS/, /files/ENCFF479FLV/	6756668723	ENCODE Processing Pipeline	02fac40df56d505927bc44983560ea7e		https://www.encodeproject.org/files/ENCFF032LJO/@@download/ENCFF032LJO.bam	V29			released	s3://encode-public/2021/02/28/f9d1fc53-6d56-4ceb-88fa-e7c2a6e57e69/ENCFF032LJO.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF875TRD	bam	bam		transcriptome alignments	GRCh38	ENCSR469EFL	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:STAT2'], 'aliases': ['michael-snyder:TS-136'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6773/'], '@type': ['Target', 'Item'], 'label': 'STAT2', 'title': 'STAT2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6f03628d-98f9-4f56-a25b-2943797ef622', 'schema_version': '14', 'name': 'STAT2-human', '@id': '/targets/STAT2-human/', 'status': 'released'}				STAT2-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF148WKC/, /files/ENCFF406CBC/, /files/ENCFF598IDH/	6210342851	ENCODE Processing Pipeline	2e35e9f15b54aa4605da519bbcbbdc3f		https://www.encodeproject.org/files/ENCFF875TRD/@@download/ENCFF875TRD.bam	V29			released	s3://encode-public/2021/02/28/3ba4858f-3f9c-4c21-bdc2-71fa5c30cf34/ENCFF875TRD.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF682HXT	bam	bam		alignments	GRCh38	ENCSR469EFL	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:STAT2'], 'aliases': ['michael-snyder:TS-136'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6773/'], '@type': ['Target', 'Item'], 'label': 'STAT2', 'title': 'STAT2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6f03628d-98f9-4f56-a25b-2943797ef622', 'schema_version': '14', 'name': 'STAT2-human', '@id': '/targets/STAT2-human/', 'status': 'released'}				STAT2-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF148WKC/, /files/ENCFF406CBC/, /files/ENCFF598IDH/	7093788322	ENCODE Processing Pipeline	214f181592462808ce16b12ed58d08f0		https://www.encodeproject.org/files/ENCFF682HXT/@@download/ENCFF682HXT.bam	V29			released	s3://encode-public/2021/02/28/c0475d71-8d19-4197-a69c-d4aabe210056/ENCFF682HXT.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF845DXB	bam	bam		alignments	GRCh38	ENCSR469EFL	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'dbxrefs': ['FactorBook:STAT2'], 'aliases': ['michael-snyder:TS-136'], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/6773/'], '@type': ['Target', 'Item'], 'label': 'STAT2', 'title': 'STAT2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': '6f03628d-98f9-4f56-a25b-2943797ef622', 'schema_version': '14', 'name': 'STAT2-human', '@id': '/targets/STAT2-human/', 'status': 'released'}				STAT2-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF598IDH/, /files/ENCFF486STS/, /files/ENCFF479FLV/	8809411980	ENCODE Processing Pipeline	38b65e0edf6f43b8d7492f8901bf86c0		https://www.encodeproject.org/files/ENCFF845DXB/@@download/ENCFF845DXB.bam	V29			released	s3://encode-public/2021/02/28/209f94cd-bd26-4953-9eee-0f84f029d954/ENCFF845DXB.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF018SCD	bam	bam		transcriptome alignments	GRCh38	ENCSR390TOZ	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55510/'], '@type': ['Target', 'Item'], 'name': 'DDX43-human', 'label': 'DDX43', '@id': '/targets/DDX43-human/', 'title': 'DDX43 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '4b744804-28b1-421a-b407-4630d369d4cf', 'status': 'released'}				DDX43-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF634ZST/, /files/ENCFF062JOZ/, /files/ENCFF598IDH/	11647285674	ENCODE Processing Pipeline	cc00b234c4008ee887b1a4fedd00bace		https://www.encodeproject.org/files/ENCFF018SCD/@@download/ENCFF018SCD.bam	V29			released	s3://encode-public/2021/04/22/3b618dbc-4205-420f-81ca-1b31c8cebca0/ENCFF018SCD.bam	ENCODE4 v1.2.3 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF307YXF	bam	bam		alignments	GRCh38	ENCSR390TOZ	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55510/'], '@type': ['Target', 'Item'], 'name': 'DDX43-human', 'label': 'DDX43', '@id': '/targets/DDX43-human/', 'title': 'DDX43 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '4b744804-28b1-421a-b407-4630d369d4cf', 'status': 'released'}				DDX43-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	1	1_1		100					/files/ENCFF634ZST/, /files/ENCFF062JOZ/, /files/ENCFF598IDH/	6119604650	ENCODE Processing Pipeline	6f018fc1295e072b2688c11c53160b9d		https://www.encodeproject.org/files/ENCFF307YXF/@@download/ENCFF307YXF.bam	V29			released	s3://encode-public/2021/04/22/7297061c-6e95-4282-b1e0-de8c400c87e8/ENCFF307YXF.bam	ENCODE4 v1.2.3 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF189GLV	bam	bam		alignments	GRCh38	ENCSR390TOZ	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55510/'], '@type': ['Target', 'Item'], 'name': 'DDX43-human', 'label': 'DDX43', '@id': '/targets/DDX43-human/', 'title': 'DDX43 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '4b744804-28b1-421a-b407-4630d369d4cf', 'status': 'released'}				DDX43-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF705ZQF/, /files/ENCFF787IYZ/, /files/ENCFF598IDH/	9491733852	ENCODE Processing Pipeline	84c00878d9eefc7e1d034b50548ad65d		https://www.encodeproject.org/files/ENCFF189GLV/@@download/ENCFF189GLV.bam	V29			released	s3://encode-public/2021/04/22/0406ed2b-08f0-4685-8e16-c10162d2a8b7/ENCFF189GLV.bam	ENCODE4 v1.2.3 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF949VJE	bam	bam		transcriptome alignments	GRCh38	ENCSR390TOZ	CRISPR RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	deletion	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/55510/'], '@type': ['Target', 'Item'], 'name': 'DDX43-human', 'label': 'DDX43', '@id': '/targets/DDX43-human/', 'title': 'DDX43 (Homo sapiens)', 'investigated_as': ['RNA binding protein'], 'uuid': '4b744804-28b1-421a-b407-4630d369d4cf', 'status': 'released'}				DDX43-human	polyadenylated mRNA		Maxwell 16 LEV simpleRNA Cells Kit (Promega cat#: AS1270)			reverse	2021-05-04	ENCODE		chemical (Illumina TruSeq)	>200	2	2_1		100					/files/ENCFF705ZQF/, /files/ENCFF787IYZ/, /files/ENCFF598IDH/	18736634474	ENCODE Processing Pipeline	f8d319e3df895c9fb9cd1bd375ef6967		https://www.encodeproject.org/files/ENCFF949VJE/@@download/ENCFF949VJE.bam	V29			released	s3://encode-public/2021/04/22/ad91b10c-ddd4-4c5c-a687-4fbc197772f8/ENCFF949VJE.bam	ENCODE4 v1.2.3 GRCh38 V29	released	missing compliant biosample characterization		
ENCFF238VLV	bam	bam		alignments	GRCh38	ENCSR263IOO	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3148/'], '@type': ['Target', 'Item'], 'name': 'HMGB2-human', 'label': 'HMGB2', '@id': '/targets/HMGB2-human/', 'title': 'HMGB2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'd360854d-1b8f-4be7-9a36-d0a98be7cc73', 'status': 'released'}				HMGB2-human	RNA					unstranded	2017-11-18	ENCODE			>200	1	1_1		101					/files/ENCFF673JSF/, /files/ENCFF753DPT/, /files/ENCFF598IDH/	6021859826	ENCODE Processing Pipeline	33589226900fe2fd0cc7845dfe15e350		https://www.encodeproject.org/files/ENCFF238VLV/@@download/ENCFF238VLV.bam	V29			released	s3://encode-public/2021/03/08/f318228f-4aa7-49cc-916b-a6f2a13c317e/ENCFF238VLV.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
ENCFF304YYN	bam	bam		alignments	GRCh38	ENCSR263IOO	CRISPRi RNA-seq	/human-donors/ENCDO000AAD/	EFO:0002067	K562	cell line	Homo sapiens				CRISPR	interference	{'schema_version': '14', 'aliases': [], 'organism': {'schema_version': '6', '@type': ['Organism', 'Item'], 'name': 'human', 'taxon_id': '9606', 'scientific_name': 'Homo sapiens', '@id': '/organisms/human/', 'uuid': '7745b647-ff15-4ff3-9ced-b897d4e2983c', 'status': 'released'}, 'genes': ['/genes/3148/'], '@type': ['Target', 'Item'], 'name': 'HMGB2-human', 'label': 'HMGB2', '@id': '/targets/HMGB2-human/', 'title': 'HMGB2 (Homo sapiens)', 'investigated_as': ['transcription factor'], 'uuid': 'd360854d-1b8f-4be7-9a36-d0a98be7cc73', 'status': 'released'}				HMGB2-human	RNA					unstranded	2017-11-18	ENCODE			>200	2	2_1		101					/files/ENCFF652HXB/, /files/ENCFF439CAM/, /files/ENCFF598IDH/	6356763256	ENCODE Processing Pipeline	8833ab1cda44640a5d59e06c8505f6c3		https://www.encodeproject.org/files/ENCFF304YYN/@@download/ENCFF304YYN.bam	V29			released	s3://encode-public/2021/03/08/9b58145d-2e52-4672-952b-67c389b59fd0/ENCFF304YYN.bam	ENCODE4 v1.2.1 GRCh38 V29	released	missing biosample characterization	missing spikeins	
